楼盘名称,租赁方式,户型,面积,朝向,房租,更新时间,采集时间,城市,区域,街道或片区,地段,地址,公交站,主图链接,楼盘详情链接,页面网址,标签
"劲松,好房家具家电齐全,全力给您找到合适的房子",整租,1室1厅,56㎡,朝西,4500元/月,,2018-11-02 21:50:11,北京,朝阳,北工大,平乐园小区,朝阳-北工大-平乐园小区,距14号线北京工业大学站约934米，距松榆北路东口公交站约882米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419248267_1.htm,http://zu.fang.com/house-a01-b02324/,周边配套齐/交通便利/独门独卫
平乐园小区 松榆南路 带明窗 客厅改大单间 南北通透 环境,合租单间,2户合租,23㎡,朝南,1750元/月,,2018-11-02 21:50:11,北京,朝阳,北工大,平乐园小区,朝阳-北工大-平乐园小区,距14号线北京工业大学站约934米，距松榆北路东口公交站约882米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_416499791_1.htm,http://zu.fang.com/house-a01-b02324/,南北通透
出租 建工家园小区主卧室 看房随时 家具齐全,合租主卧,2户合租,23㎡,朝南,2200元/月,,2018-11-02 21:50:11,北京,朝阳,北工大,建工家园,朝阳-北工大-建工家园,距周庄公交站约644米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_419308842_1.htm,http://zu.fang.com/house-a01-b02324/,交通便利/采光好/南北通透
平乐园小区精装修一居室14号线平乐园站采光好面积大,整租,1室1厅,56㎡,朝南,4700元/月,,2018-11-02 21:50:11,北京,朝阳,北工大,平乐园小区,朝阳-北工大-平乐园小区,距14号线北京工业大学站约934米，距松榆北路东口公交站约882米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_408986730_1.htm,http://zu.fang.com/house-a01-b02324/,周边配套齐/采光好/全装全配
业主直租东三环北工大十四号线弘燕路建工家园小区精装一室一厅,整租,1室1厅,60㎡,朝南,5000元/月,,2018-11-02 21:50:11,北京,朝阳,北工大,建工家园,朝阳-北工大-建工家园,距周庄公交站约644米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_404240294_1.htm,http://zu.fang.com/house-a01-b02324/,交通便利/全装全配/首次出租
九龙山合生汇北工大平乐园口正规次卧干净家数少看房随时,合租次卧,4户合租,15㎡,朝北,1800元/月,,2018-11-02 21:50:11,北京,朝阳,北工大,平乐园小区,朝阳-北工大-平乐园小区,距14号线北京工业大学站约934米，距松榆北路东口公交站约882米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_419462262_1.htm,http://zu.fang.com/house-a01-b02324/,
整租 十四号线平乐园 平乐园小区 精装一居室 采光好面积大,整租,1室1厅,45㎡,朝南,4600元/月,,2018-11-02 21:50:11,北京,朝阳,北工大,平乐园小区,朝阳-北工大-平乐园小区,距14号线北京工业大学站约934米，距松榆北路东口公交站约882米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417627108_1.htm,http://zu.fang.com/house-a01-b02324/,全装全配/采光好/交通便利
整租 十四号线平乐园地铁 平乐园精装一居室 随时看房拎包入住,整租,1室1厅,55㎡,朝南,4400元/月,,2018-11-02 21:50:11,北京,朝阳,北工大,平乐园小区,朝阳-北工大-平乐园小区,距14号线北京工业大学站约934米，距松榆北路东口公交站约882米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417168294_1.htm,http://zu.fang.com/house-a01-b02324/,采光好/交通便利/周边配套齐
14号线 平乐园西大望路 精装 一居室,整租,1室1厅,50㎡,朝南,4800元/月,,2018-11-02 21:50:11,北京,朝阳,北工大,平乐园小区,朝阳-北工大-平乐园小区,距14号线北京工业大学站约934米，距松榆北路东口公交站约882米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419130465_1.htm,http://zu.fang.com/house-a01-b02324/,
西大望路 北工大 平乐园小区大单间出租中 随时看房 拎包入住,合租单间,3户合租,16㎡,朝南,1850元/月,,2018-11-02 21:50:11,北京,朝阳,北工大,平乐园小区,朝阳-北工大-平乐园小区,距14号线北京工业大学站约934米，距松榆北路东口公交站约882米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_413081085_1.htm,http://zu.fang.com/house-a01-b02324/,交通便利/采光好/周边配套齐
朝阳北工大平乐园小区 70平米2室1厅1卫,整租,2室1厅,70㎡,朝南,6500元/月,个人房源,2018-11-02 21:50:17,北京,朝阳,北工大,平乐园小区,朝阳-北工大-平乐园小区,距14号线北京工业大学站约934米，距松榆北路东口公交站约882米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/1_61159044_-1.htm,http://zu.fang.com/house-a01-b02324/i32/,精装修/交通便利/随时入住
平乐园地铁 北工大 风度柏林 珠江帝景 四家合住小次卧,整租,4室1厅,16㎡,朝南,1850元/月,,2018-11-02 21:50:17,北京,朝阳,北工大,平乐园小区,朝阳-北工大-平乐园小区,距14号线北京工业大学站约934米，距松榆北路东口公交站约882米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419323865_1.htm,http://zu.fang.com/house-a01-b02324/i32/,独门独卫/采光好/首次出租
南沙滩小区 临北沙滩地铁站 中科院 带电梯精装大一居 随时看,整租,1室1厅,70㎡,朝南,6000元/月,,2018-11-02 21:50:28,北京,朝阳,北沙滩,南沙滩小区,朝阳-北沙滩-南沙滩小区,距15号线北沙滩站约1134米，距北沙滩桥南公交站约868米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419076286_1.htm,http://zu.fang.com/house-a01-b0369/,交通便利/采光好/全装全配
南沙滩 五建大一居 临北沙滩地铁站 北辰 中科院 随时看房,整租,1室1厅,54㎡,朝南,5300元/月,,2018-11-02 21:50:28,北京,朝阳,北沙滩,南沙滩小区,朝阳-北沙滩-南沙滩小区,距15号线北沙滩站约1134米，距北沙滩桥南公交站约868米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419298426_1.htm,http://zu.fang.com/house-a01-b0369/,
北沙滩8号院 临中科院 地铁站 精装带阳台次卧 随时看房 带,合租次卧,3户合租,15㎡,朝南,2500元/月,,2018-11-02 21:50:28,北京,朝阳,北沙滩,北沙滩8号院,朝阳-北沙滩-北沙滩8号院,距15号线北沙滩站约855米，距洼里公交站约692米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_419204336_1.htm,http://zu.fang.com/house-a01-b0369/,交通便利/采光好/全装全配
南沙滩 五建小区 南北两居室 短租两个月 有钥匙 随时看房,整租,2室1厅,60㎡,朝南,6000元/月,,2018-11-02 21:50:28,北京,朝阳,北沙滩,南沙滩小区,朝阳-北沙滩-南沙滩小区,距15号线北沙滩站约1134米，距北沙滩桥南公交站约868米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_416946462_1.htm,http://zu.fang.com/house-a01-b0369/,交通便利/周边配套齐/采光好
南沙滩小区 两家合租主卧 次卧住女孩 临北辰 北沙滩地铁站,合租主卧,2户合租,20㎡,朝南,3200元/月,,2018-11-02 21:50:28,北京,朝阳,北沙滩,南沙滩小区,朝阳-北沙滩-南沙滩小区,距15号线北沙滩站约1134米，距北沙滩桥南公交站约868米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_419206087_1.htm,http://zu.fang.com/house-a01-b0369/,
南沙滩 电梯房大主卧 带阳台 有钥匙 随时入住 大屯路,合租主卧,3户合租,19㎡,朝东,3600元/月,,2018-11-02 21:50:28,北京,朝阳,北沙滩,南沙滩小区,朝阳-北沙滩-南沙滩小区,距15号线北沙滩站约1134米，距北沙滩桥南公交站约868米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_419396879_1.htm,http://zu.fang.com/house-a01-b0369/,交通便利/周边配套齐/采光好
中和家园 北沙滩 临中科院 大屯路 精装两居带电梯 随时看房,整租,2室1厅,83㎡,朝南,6800元/月,,2018-11-02 21:50:28,北京,朝阳,北沙滩,中和家园,朝阳-北沙滩-中和家园,距15号线北沙滩站约712米，距北沙滩桥南公交站约514米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418849994_1.htm,http://zu.fang.com/house-a01-b0369/,交通便利/采光好/全装全配
地铁北沙滩 红星美凯龙 中科院 懿品阁 北沙滩8号院精装次卧,整租,3室1厅,90㎡,朝南,2400元/月,,2018-11-02 21:50:28,北京,朝阳,北沙滩,北沙滩8号院,朝阳-北沙滩-北沙滩8号院,距15号线北沙滩站约855米，距洼里公交站约692米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419430281_1.htm,http://zu.fang.com/house-a01-b0369/,
北沙滩站附近精装修大主卧、次卧、楼房单间、一居、两居出租,合租次卧,3户合租,25㎡,朝南,2000元/月,,2018-11-02 21:50:28,北京,朝阳,北沙滩,华源冠军城,朝阳-北沙滩-华源冠军城,距15号线北沙滩站约612米，距二里庄北口公交站约991米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_419254459_1.htm,http://zu.fang.com/house-a01-b0369/,周边配套齐/交通便利/采光好
"有电梯的高楼层,装修保持好,看房方便,东西齐全",整租,1室1厅,60㎡,朝东,6600元/月,,2018-11-02 21:50:28,北京,朝阳,北沙滩,天和人家,朝阳-北沙滩-天和人家,距15号线北沙滩站约707米，距二里庄北口公交站约908米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419366846_1.htm,http://zu.fang.com/house-a01-b0369/,
,,,,,,,2018-11-02 21:50:28,北京,朝阳,北沙滩,,,,,,http://zu.fang.com/house-a01-b0369/,
南沙滩和谐小区 临北沙滩地铁站 精装东南向两居 租随时看,整租,2室1厅,65㎡,朝南,7000元/月,,2018-11-02 21:50:29,北京,朝阳,北沙滩,南沙滩小区,朝阳-北沙滩-南沙滩小区,距15号线北沙滩站约1134米，距北沙滩桥南公交站约868米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417771046_1.htm,http://zu.fang.com/house-a01-b0369/,交通便利/采光好/全装全配
南沙滩小区 两家合租主卧 次卧住女孩 临北辰 北沙滩地铁站,合租主卧,2户合租,20㎡,朝南,3200元/月,,2018-11-02 21:50:29,北京,朝阳,北沙滩,南沙滩小区,朝阳-北沙滩-南沙滩小区,距15号线北沙滩站约1134米，距北沙滩桥南公交站约868米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_418597937_1.htm,http://zu.fang.com/house-a01-b0369/,交通便利/采光好/全装全配
北沙滩农机院 舰船研究院 温馨带阳台主卧 随时看 华创奥森,合租主卧,3户合租,20㎡,朝南,3200元/月,,2018-11-02 21:50:29,北京,朝阳,北沙滩,双泉堡甲2号院,朝阳-北沙滩-双泉堡甲2号院,距15号线北沙滩站约584米，距洼里公交站约591米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_416997266_1.htm,http://zu.fang.com/house-a01-b0369/,交通便利/采光好/全装全配
南沙滩 五建小区 南向大一居 有钥匙 随时入住 中科院,整租,1室1厅,43㎡,朝南,5300元/月,,2018-11-02 21:50:29,北京,朝阳,北沙滩,南沙滩小区,朝阳-北沙滩-南沙滩小区,距15号线北沙滩站约1134米，距北沙滩桥南公交站约868米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419303671_1.htm,http://zu.fang.com/house-a01-b0369/,交通便利/周边配套齐/采光好
北沙滩 公安局宿舍 正规次卧 全天门卫 交通便利,合租次卧,4户合租,14㎡,朝北,2700元/月,,2018-11-02 21:50:29,北京,朝阳,北沙滩,公安局宿舍,朝阳-北沙滩-公安局宿舍,距15号线北沙滩站约548米，距洼里公交站约715米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_419400971_1.htm,http://zu.fang.com/house-a01-b0369/,交通便利/周边配套齐/采光好
北沙滩 舰船研究院 带电梯精装大卧 随时看房 拎包入住,合租主卧,3户合租,19㎡,朝南,3000元/月,,2018-11-02 21:50:29,北京,朝阳,北沙滩,双泉堡甲2号院,朝阳-北沙滩-双泉堡甲2号院,距15号线北沙滩站约584米，距洼里公交站约591米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_418346940_1.htm,http://zu.fang.com/house-a01-b0369/,交通便利/采光好/全装全配
华源城 南北三居 全装全配 可 可居家,整租,3室2厅,186㎡,朝南,16500元/月,,2018-11-02 21:50:29,北京,朝阳,北沙滩,华源冠军城,朝阳-北沙滩-华源冠军城,距15号线北沙滩站约612米，距二里庄北口公交站约991米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418700590_1.htm,http://zu.fang.com/house-a01-b0369/,
盘古大观 水立方 中国音乐学院 306医院附近精装主卧带阳台,合租主卧,4户合租,30㎡,朝东,3500元/月,,2018-11-02 21:50:29,北京,朝阳,北沙滩,北四环中路33号,朝阳-北沙滩-北四环中路33号,距8号线奥体中心站约970米，距老年公寓公交站约824米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_418907889_1.htm,http://zu.fang.com/house-a01-b0369/,交通便利/周边配套齐/采光好
南沙滩小区 临北沙滩地铁站 北辰 中科院 精装修 看房随时,整租,2室1厅,65㎡,朝南,6500元/月,,2018-11-02 21:50:29,北京,朝阳,北沙滩,南沙滩小区,朝阳-北沙滩-南沙滩小区,距15号线北沙滩站约1134米，距北沙滩桥南公交站约868米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419342214_1.htm,http://zu.fang.com/house-a01-b0369/,交通便利/采光好/全装全配
北沙滩8号院 临中科院 地铁站 精装带阳台次卧 随时看房 带电梯,合租单间,4户合租,12㎡,朝南,2100元/月,,2018-11-02 21:50:29,北京,朝阳,北沙滩,北沙滩8号院,朝阳-北沙滩-北沙滩8号院,距15号线北沙滩站约855米，距洼里公交站约692米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_417644196_1.htm,http://zu.fang.com/house-a01-b0369/,交通便利/采光好/南北通透
北沙滩 公安局宿舍 短租半年大一居 有钥匙 随时看房 胜利饭店,整租,1室1厅,58㎡,朝西,6300元/月,,2018-11-02 21:50:29,北京,朝阳,北沙滩,公安局宿舍,朝阳-北沙滩-公安局宿舍,距15号线北沙滩站约548米，距洼里公交站约715米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_416942946_1.htm,http://zu.fang.com/house-a01-b0369/,周边配套齐/交通便利/采光好
北沙滩 公安局宿舍 精装大一居 可短租8个月 有钥匙 现状,整租,1室1厅,58㎡,朝西,6300元/月,,2018-11-02 21:50:29,北京,朝阳,北沙滩,公安局宿舍,朝阳-北沙滩-公安局宿舍,距15号线北沙滩站约548米，距洼里公交站约715米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417144851_1.htm,http://zu.fang.com/house-a01-b0369/,交通便利/周边配套齐/采光好
南沙滩小区 临北沙滩地铁站 中科院 带电梯精装大一居 随时看,整租,1室1厅,70㎡,朝南,6200元/月,,2018-11-02 21:50:29,北京,朝阳,北沙滩,南沙滩小区,朝阳-北沙滩-南沙滩小区,距15号线北沙滩站约1134米，距北沙滩桥南公交站约868米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419210339_1.htm,http://zu.fang.com/house-a01-b0369/,交通便利/采光好/全装全配
南沙滩 五建小区 南北两居室 短租两个月 有钥匙 随时看房,整租,2室1厅,60㎡,朝南,5700元/月,,2018-11-02 21:50:29,北京,朝阳,北沙滩,南沙滩小区,朝阳-北沙滩-南沙滩小区,距15号线北沙滩站约1134米，距北沙滩桥南公交站约868米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417978269_1.htm,http://zu.fang.com/house-a01-b0369/,交通便利/周边配套齐/采光好
北沙滩 公安局宿舍 精装大一居 有钥匙 现状 业主直租 胜利饭店,整租,1室1厅,60㎡,朝西,6300元/月,,2018-11-02 21:50:29,北京,朝阳,北沙滩,公安局宿舍,朝阳-北沙滩-公安局宿舍,距15号线北沙滩站约548米，距洼里公交站约715米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417142923_1.htm,http://zu.fang.com/house-a01-b0369/,交通便利/周边配套齐/采光好
